SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2703 Bush St,San Francisco,CA,94115,2385000,3,2.0,San Francisco,1705,3297,1900,3,1399,,Active,,,http://www.redfin.com/CA/San-Francisco/2703-Bush-St-94115/home/589826,San Francisco MLS,421599260,N,Y,37.7858217,-122.4420643
MLS Listing,,Single Family Residential,4367 21st St,San Francisco,CA,94114,2195000,4,2.5,San Francisco,1885,1537,,3,1164,,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/4367-21st-St-94114/home/1042881,San Francisco MLS,421600325,N,Y,37.755067,-122.4401404
MLS Listing,,Condo/Co-op,760 12th Ave,San Francisco,CA,94118,1525000,2,2.0,San Francisco,1565,2996,1920,3,974,,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/760-12th-Ave-94118/home/171948497,San Francisco MLS,421596821,N,Y,37.7739656,-122.4699635
MLS Listing,,Condo/Co-op,2002 3rd St #208,San Francisco,CA,94107,1050000,2,2.0,San Francisco,1358,16636,2002,3,773,690,Active,October-6-2021 02:00 PM,October-6-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/2002-3rd-St-94107/unit-208/home/12398035,San Francisco MLS,421599969,N,Y,37.763914,-122.3891164
MLS Listing,,Condo/Co-op,3136 Fulton St #1,San Francisco,CA,94118,1825000,4,3.5,San Francisco,2282,2906,2001,3,800,,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/3136-Fulton-St-94118/unit-1/home/1593431,San Francisco MLS,421589670,N,Y,37.7736806,-122.4655344
MLS Listing,,Condo/Co-op,2006 Steiner St,San Francisco,CA,94115,1350000,2,2.0,San Francisco,1429,1545,,3,945,400,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/2006-Steiner-St-94115/home/28851698,San Francisco MLS,421599204,N,Y,37.7881203,-122.4352585
MLS Listing,,Condo/Co-op,813 Lyon St #3,San Francisco,CA,94115,1495000,3,2.5,San Francisco,1490,2813,,3,1003,327,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/813-Lyon-St-94115/unit-3/home/176585856,San Francisco MLS,421599970,N,Y,37.7786056,-122.4438265
MLS Listing,,Single Family Residential,321 Marietta Dr,San Francisco,CA,94127,2599000,5,6.0,San Francisco,3860,,,3,673,,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/321-Marietta-Dr-94127/home/1725930,San Francisco MLS,421600296,N,Y,37.7393313,-122.4438212
MLS Listing,,Single Family Residential,290 Melrose Ave,San Francisco,CA,94127,1795000,3,2.5,San Francisco,1619,1875,,3,1109,,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/290-Melrose-Ave-94127/home/1954825,San Francisco MLS,421600220,N,Y,37.7339803,-122.4484821
MLS Listing,,Condo/Co-op,280 Spear St Unit 6H,San Francisco,CA,94105,1649000,3,2.0,San Francisco,1466,47916,,3,1125,1285,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-6H/home/176585739,San Francisco MLS,421600290,N,Y,37.7904356,-122.3918209
MLS Listing,,Condo/Co-op,2856 Scott St #1,San Francisco,CA,94123,1895000,2,1.0,San Francisco,1479,3795,1926,3,1281,600,Active,October-5-2021 10:00 AM,October-5-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/2856-Scott-St-94123/unit-1/home/559619,San Francisco MLS,421599371,N,Y,37.7962984,-122.4401376
MLS Listing,,Condo/Co-op,560 Missouri St Unit A,San Francisco,CA,94107,1495000,2,2.5,San Francisco,,2496,2003,3,,300,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/560-Missouri-St-94107/unit-A/home/1400114,San Francisco MLS,421594822,N,Y,37.7591981,-122.3965293
MLS Listing,,Condo/Co-op,77 Van Ness Ave #408,San Francisco,CA,94102,1279000,2,2.0,San Francisco,1131,13040,2009,3,1131,496,Active,October-5-2021 09:00 PM,October-5-2021 10:30 PM,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-408/home/40138353,San Francisco MLS,421600207,N,Y,37.7760549,-122.4199372
MLS Listing,,Condo/Co-op,666 Post St #904,San Francisco,CA,94109,715000,1,1.0,San Francisco,775,3783,1926,3,923,934,Active,,,http://www.redfin.com/CA/San-Francisco/666-Post-St-94109/unit-904/home/12400764,San Francisco MLS,421599203,N,Y,37.7878628,-122.4129103
MLS Listing,,Single Family Residential,1030 Le Conte Ave,SAN FRANCISCO,CA,94124,1195000,4,3.0,SAN FRANCISCO,2200,1914,1988,3,543,,Active,,,http://www.redfin.com/CA/San-Francisco/1030-Le-Conte-Ave-94124/home/1193290,MLSListings,ML81865059,N,Y,37.7187582,-122.397005
MLS Listing,,Condo/Co-op,161 Dolores St #3,San Francisco,CA,94103,695000,1,1.0,San Francisco,753,2200,1914,3,923,263,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/161-Dolores-St-94103/unit-3/home/12353746,San Francisco MLS,421599830,N,Y,37.7668913,-122.4263012
MLS Listing,,Single Family Residential,4163 - 4163A 26th St,San Francisco,CA,94131,5290000,7,7.0,San Francisco,4566,2848,,3,1159,,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/4163-26th-St-94131/home/1372040,San Francisco MLS,421599824,N,Y,37.7479564,-122.432889
MLS Listing,,Condo/Co-op,247 Connecticut St,San Francisco,CA,94107,895000,2,1.5,San Francisco,958,2500,1908,3,934,275,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/247-Connecticut-St-94107/home/1706626,San Francisco MLS,421600119,N,Y,37.76314,-122.397242
MLS Listing,,Condo/Co-op,918 Capp St,San Francisco,CA,94110,995000,2,1.0,San Francisco,,3293,1908,3,,382,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/918-Capp-St-94110/home/69371653,San Francisco MLS,421596814,N,Y,37.7517393,-122.4175787
MLS Listing,,Condo/Co-op,1478 Dolores St,San Francisco,CA,94110,1249000,2,1.0,San Francisco,1361,2491,1925,3,918,,Active,,,http://www.redfin.com/CA/San-Francisco/1478-Dolores-St-94110/home/803680,San Francisco MLS,421600259,N,Y,37.7458106,-122.4249566
MLS Listing,,Condo/Co-op,3131 Pierce St #308,San Francisco,CA,94123,1495000,2,2.0,San Francisco,1044,,2021,3,1432,1056,Active,October-5-2021 10:00 AM,October-5-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-308/home/176585256,San Francisco MLS,421600251,N,Y,37.7989774,-122.4394952
MLS Listing,,Single Family Residential,1039 Green St,San Francisco,CA,94133,9500000,5,6.0,San Francisco,5250,3872,1885,3,1810,,Active,,,http://www.redfin.com/CA/San-Francisco/1039-Green-St-94133/home/880477,San Francisco MLS,421600235,N,Y,37.7983967,-122.4162803
MLS Listing,,Condo/Co-op,133 Stoneridge Ln #2207,San Francisco,CA,94134,848000,3,2.0,San Francisco,1588,213611,1994,3,534,616,Active,,,http://www.redfin.com/CA/San-Francisco/133-Stoneridge-Ln-94134/unit-2207/home/1890958,San Francisco MLS,421596611,N,Y,37.71023,-122.426265
MLS Listing,,Single Family Residential,17 Guy Pl,San Francisco,CA,94105,15000000,8,8.5,San Francisco,7680,,2020,3,1953,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Guy-Pl-94105/home/174771827,San Francisco MLS,421600233,N,Y,37.7867293,-122.3938899
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 10F,San Francisco,CA,94103,848000,1,2.0,San Francisco,,,,3,,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-10F/home/176584515,San Francisco MLS,421600221,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,1998 Broadway St #1407,San Francisco,CA,94109,1595000,2,2.0,San Francisco,1030,15195,1964,3,1549,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-1407/home/1755200,San Francisco MLS,421584970,N,Y,37.7953251,-122.4298254
MLS Listing,,Condo/Co-op,2725 Pine St #2725,San Francisco,CA,94115,1750000,3,1.5,San Francisco,1730,3438,1890,3,1012,375,Active,,,http://www.redfin.com/CA/San-Francisco/2725-Pine-St-94115/unit-2725/home/589266,San Francisco MLS,421599532,N,Y,37.786722,-122.441057
MLS Listing,,Single Family Residential,2027 Noriega St,San Francisco,CA,94127,1195000,3,2.0,San Francisco,1811,2395,1939,3,660,,Active,October-6-2021 05:30 PM,October-6-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2027-Noriega-St-94122/home/1270893,San Francisco MLS,421599287,N,Y,37.7536508,-122.4855754
MLS Listing,,Condo/Co-op,2816 21st St,San Francisco,CA,94110,1689000,3,3.0,San Francisco,2210,2596,1910,3,764,504,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/2816-21st-St-94110/home/175624925,San Francisco MLS,421600200,N,Y,37.7576163,-122.4109079
MLS Listing,,Single Family Residential,2419 17th Ave,San Francisco,CA,94116,1597500,3,2.0,San Francisco,1610,2996,1948,3,992,,Active,October-9-2021 01:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2419-17th-Ave-94116/home/2008204,San Francisco MLS,421599646,N,Y,37.7427316,-122.4737876
MLS Listing,,Single Family Residential,22 Granada Ave,San Francisco,CA,94112,959000,3,2.0,San Francisco,1250,2813,1940,3,767,,Active,October-9-2021 02:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/22-Granada-Ave-94112/home/1713170,San Francisco MLS,421597373,N,Y,37.7186877,-122.4569855
MLS Listing,,Condo/Co-op,743 47th Ave,San Francisco,CA,94121,995000,2,1.0,San Francisco,1278,3571,1906,3,779,200,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/743-47th-Ave-94121/home/52059338,San Francisco MLS,421598088,N,Y,37.7743987,-122.5082916
MLS Listing,,Multi-Family (2-4 Unit),538 - 540 21st Ave,San Francisco,CA,94121,1595000,4,2.0,San Francisco,3390,2996,1922,3,471,,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/538-21st-Ave-94121/unit-540/home/2033533,San Francisco MLS,421599680,N,Y,37.7776122,-122.4799252
MLS Listing,,Multi-Family (2-4 Unit),,San Francisco,CA,94118,1998000,3,1.0,San Francisco,2355,3000,,3,848,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94118/home/2010408,San Francisco MLS,421600185,N,Y,37.7820959,-122.46352
MLS Listing,,Single Family Residential,199 Quintara St,San Francisco,CA,94116,1688000,3,2.0,San Francisco,1872,2900,1940,3,902,,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/199-Quintara-St-94116/home/1894843,San Francisco MLS,421589951,N,Y,37.7488323,-122.4672681
MLS Listing,,Condo/Co-op,110 Channel St #409,San Francisco,CA,94158,1048000,1,1.0,San Francisco,823,1,2017,3,1273,820,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-409/home/144781324,San Francisco MLS,508188,N,Y,37.77486,-122.391036
MLS Listing,,Condo/Co-op,1149 Lake St #101,SAN FRANCISCO,CA,94118,2295000,4,3.5,SAN FRANCISCO,2191,,1991,3,1047,250,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/1149-Lake-St-94118/unit-101/home/1818576,MLSListings,ML81865018,N,Y,37.7861671,-122.4719226
MLS Listing,,Condo/Co-op,1149 Lake St #201,SAN FRANCISCO,CA,94118,1695000,3,2.5,SAN FRANCISCO,1548,,1991,3,1095,250,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/1149-Lake-St-94118/unit-201/home/1021666,MLSListings,ML81865017,N,Y,37.7861671,-122.4719226
MLS Listing,,Multi-Family (2-4 Unit),2275 Chestnut St,San Francisco,CA,94123,2500000,2,,San Francisco,2983,1036,1914,3,838,,Active,,,http://www.redfin.com/CA/San-Francisco/2275-Chestnut-St-94123/home/176583124,San Francisco MLS,421600000,N,Y,37.8001199,-122.4407389
MLS Listing,,Single Family Residential,2063 20th Ave,San Francisco,CA,94116,1395000,4,2.0,San Francisco,1752,2996,1946,3,796,,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/2063-20th-Ave-94116/home/1603745,San Francisco MLS,421599227,N,Y,37.7492834,-122.4774945
MLS Listing,,Multi-Family (5+ Unit),2205 Taylor St,San Francisco,CA,94133,2450000,0,,San Francisco,4576,3197,1929,3,535,,Active,,,http://www.redfin.com/CA/San-Francisco/2205-Taylor-St-94133/home/1770217,San Francisco MLS,421599952,N,Y,37.8028452,-122.4149837
MLS Listing,,Condo/Co-op,30 - 34A Wayne Pl Unit 32A,San Francisco,CA,94133,739000,2,1.0,San Francisco,712,,1906,3,1038,295,Active,October-5-2021 09:00 AM,October-5-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/30-Wayne-Pl-94133/unit-32A/home/176583012,San Francisco MLS,421599761,N,Y,37.7967954,-122.4109333
MLS Listing,,Single Family Residential,14 White St,San Francisco,CA,94109,3750000,3,2.5,San Francisco,2420,1398,,3,1550,,Active,October-5-2021 09:00 AM,October-5-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/14-White-St-94109/home/920642,San Francisco MLS,421598998,N,Y,37.7975541,-122.4194948
MLS Listing,,Condo/Co-op,302 Coleridge St,San Francisco,CA,94110,899000,2,1.0,San Francisco,,2435,1910,3,,305,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/302-Coleridge-St-94110/home/143322320,San Francisco MLS,421599269,N,Y,37.7417302,-122.421216
MLS Listing,,Condo/Co-op,35 Dolores St #403,San Francisco,CA,94103,1395000,2,2.0,San Francisco,924,,2015,3,1510,542,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/35-Dolores-St-94103/unit-403/home/172618433,San Francisco MLS,421547668,N,Y,37.7686054,-122.4265343
MLS Listing,,Single Family Residential,131 Wilmot St,San Francisco,CA,94115,1588000,2,2.5,San Francisco,,757,1900,3,,,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/131-Wilmot-St-94115/home/1498661,San Francisco MLS,421585967,N,Y,37.7872697,-122.4348363
MLS Listing,,Condo/Co-op,310 Townsend St #409,San Francisco,CA,94107,825000,1,1.0,San Francisco,789,16600,2006,3,1046,528,Active,,,http://www.redfin.com/CA/San-Francisco/310-Townsend-St-94107/unit-409/home/17305525,San Francisco MLS,421597788,N,Y,37.7769445,-122.3956663
MLS Listing,,Condo/Co-op,2687 Pine St,San Francisco,CA,94115,1595000,3,2.0,San Francisco,1491,1876,1900,3,1070,533,Active,,,http://www.redfin.com/CA/San-Francisco/2687-Pine-St-94115/home/109477453,San Francisco MLS,421599584,N,Y,37.7869483,-122.4398596
MLS Listing,,Condo/Co-op,123 4th Ave,San Francisco,CA,94118,2249000,4,3.0,San Francisco,1886,3028,,3,1192,191,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/123-4th-Ave-94118/home/1346786,San Francisco MLS,421590772,N,Y,37.786269,-122.462842
MLS Listing,,Townhouse,443 Fulton St,San Francisco,CA,94102,1250000,2,1.5,San Francisco,1146,21629,1992,3,1091,678,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/443-Fulton-St-94102/home/1723831,San Francisco MLS,421595229,N,Y,37.778247,-122.424021
MLS Listing,,Single Family Residential,348 Madison St,San Francisco,CA,94134,1988000,4,3.5,San Francisco,2129,2996,1914,3,934,,Active,,,http://www.redfin.com/CA/San-Francisco/348-Madison-St-94134/home/1345362,San Francisco MLS,421597475,N,Y,37.72471,-122.4223153
MLS Listing,,Condo/Co-op,318 Main St Unit 3H,San Francisco,CA,94105,2050000,2,2.0,San Francisco,1434,75406,2015,3,1430,1261,Active,,,http://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-3H/home/109686858,San Francisco MLS,421599908,N,Y,37.7889813,-122.3918869
MLS Listing,,Multi-Family (2-4 Unit),2621 Clement St,San Francisco,CA,94121,1995000,5,4.0,San Francisco,2960,2500,1983,3,674,,Active,,,http://www.redfin.com/CA/San-Francisco/2621-Clement-St-94121/home/1468299,San Francisco MLS,421583846,N,Y,37.7817168,-122.4874768
MLS Listing,,Condo/Co-op,1545 Broadway #103,San Francisco,CA,94109,995000,2,2.0,San Francisco,1160,15611,1980,3,858,450,Active,October-5-2021 09:00 AM,October-5-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/1545-Broadway-94109/unit-103/home/881250,San Francisco MLS,421600125,N,Y,37.7956766,-122.4223927
MLS Listing,,Single Family Residential,82 Idora Ave,San Francisco,CA,94127,1595000,3,2.0,San Francisco,1828,3100,1928,3,873,,Active,,,http://www.redfin.com/CA/San-Francisco/82-Idora-Ave-94127/home/682493,San Francisco MLS,421599045,N,Y,37.7446089,-122.4560787
MLS Listing,,Condo/Co-op,630 Natoma St #2,San Francisco,CA,94103,1498000,2,2.5,San Francisco,,,2019,3,,500,Active,,,http://www.redfin.com/CA/San-Francisco/630-Natoma-St-94103/unit-2/home/168161118,San Francisco MLS,421598166,N,Y,37.7779331,-122.4107954
MLS Listing,,Condo/Co-op,1485 Church St #1,San Francisco,CA,94131,699000,1,1.0,San Francisco,,2375,1913,3,,225,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/1485-Church-St-94131/unit-1/home/22044567,San Francisco MLS,421599121,N,Y,37.7471785,-122.4267618
MLS Listing,,Condo/Co-op,404 Diamond St,San Francisco,CA,94114,995000,2,1.0,San Francisco,973,1381,1924,3,1023,345,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/404-Diamond-St-94114/home/11743565,San Francisco MLS,421591806,N,Y,37.7558193,-122.4369475
MLS Listing,,Condo/Co-op,201 Folsom St Unit 23H,San Francisco,CA,94105,1150000,1,1.0,San Francisco,851,75406,2016,3,1351,1158,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-23H/home/144064128,San Francisco MLS,421596219,N,Y,37.7891848,-122.3919008
MLS Listing,,Single Family Residential,2072 Ocean Ave,San Francisco,CA,94127,1095000,3,2.0,San Francisco,1402,2047,1938,3,781,,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/2072-Ocean-Ave-94127/home/699525,San Francisco MLS,421598693,N,Y,37.7267565,-122.4655986
MLS Listing,,Condo/Co-op,1160 Mission St #1208,San Francisco,CA,94103,1199000,2,2.0,San Francisco,1201,,2008,3,998,1007,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1208/home/17305338,San Francisco MLS,421581093,N,Y,37.7786972,-122.4126145
MLS Listing,,Condo/Co-op,8 Buchanan St Unit 605,SAN FRANCISCO,CA,94102,1343000,2,2.0,SAN FRANCISCO,1150,,2014,3,1168,685,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-605/home/110051456,MLSListings,ML81865008,N,Y,37.7699851,-122.4265079
MLS Listing,,Condo/Co-op,181 Lower Ter,San Francisco,CA,94114,1695000,2,2.5,San Francisco,1509,2194,2003,3,1123,197,Active,,,http://www.redfin.com/CA/San-Francisco/181-Lower-Ter-94114/home/69371257,San Francisco MLS,421598306,N,Y,37.7631709,-122.4433964
MLS Listing,,Condo/Co-op,901 Bush St #602,San Francisco,CA,94109,525000,1,1.0,San Francisco,414,4727,1909,4,1268,453,Active,,,http://www.redfin.com/CA/San-Francisco/901-Bush-St-94109/unit-602/home/23423946,San Francisco MLS,421599374,N,Y,37.7895319,-122.4122348
MLS Listing,,Multi-Family (2-4 Unit),1854 - 1856 Jefferson St,San Francisco,CA,94123,2950000,5,,San Francisco,4020,3235,1926,4,734,,Active,,,http://www.redfin.com/CA/San-Francisco/1854-Jefferson-St-94123/home/1090187,San Francisco MLS,421599370,N,Y,37.8050009,-122.4431278
MLS Listing,,Condo/Co-op,420 North Mission Bay Blvd #1202,San Francisco,CA,94158,2300000,2,2.0,San Francisco,1492,122891,2012,4,1542,,Active,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-1202/home/40625992,San Francisco MLS,421599674,N,Y,37.7713412,-122.3880486
MLS Listing,,Condo/Co-op,2 Fallon Pl #1,San Francisco,CA,94133,675000,1,1.0,San Francisco,665,21960,1980,4,1015,746,Active,,,http://www.redfin.com/CA/San-Francisco/2-Fallon-Pl-94133/unit-1/home/1365592,San Francisco MLS,421600117,N,Y,37.797786,-122.4132891
MLS Listing,,Single Family Residential,2730 43rd Ave,SAN FRANCISCO,CA,94116,1495000,4,2.0,SAN FRANCISCO,1985,3000,1948,4,753,,Active,,,http://www.redfin.com/CA/San-Francisco/2730-43rd-Ave-94116/home/666285,MLSListings,ML81864987,N,Y,37.7358603,-122.5007784
MLS Listing,,Condo/Co-op,2246 15th St,San Francisco,CA,94114,1449000,2,1.0,San Francisco,1277,5325,1901,4,1135,759,Active,,,http://www.redfin.com/CA/San-Francisco/2246-15th-St-94114/home/27984434,San Francisco MLS,421600015,N,Y,37.7660467,-122.4343596
MLS Listing,,Single Family Residential,436 Lansdale Ave,SAN FRANCISCO,CA,94127,1399000,3,2.5,SAN FRANCISCO,1604,4795,1956,4,872,,Active,,,http://www.redfin.com/CA/San-Francisco/436-Lansdale-Ave-94127/home/944824,MLSListings,ML81864977,N,Y,37.7359709,-122.4560787
MLS Listing,,Single Family Residential,20 Mclaren Ave,San Francisco,CA,94121,5700000,4,5.0,San Francisco,4135,5919,1928,4,1378,,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/20-McLaren-Ave-94121/home/1051248,San Francisco MLS,421599712,N,Y,37.7865532,-122.4888032
MLS Listing,,Condo/Co-op,1461 Broadway St #203,San Francisco,CA,94109,899000,2,2.0,San Francisco,925,11174,1981,4,972,737,Active,,,http://www.redfin.com/CA/San-Francisco/1461-Broadway-94109/unit-203/home/1909433,San Francisco MLS,421599392,N,Y,37.7957055,-122.4213309
MLS Listing,,Condo/Co-op,240 Lombard St #833,San Francisco,CA,94111,655000,1,1.0,San Francisco,582,,1993,4,1125,952,Active,,,http://www.redfin.com/CA/San-Francisco/240-Lombard-St-94111/unit-833/home/542389,San Francisco MLS,421600091,N,Y,37.8040758,-122.4052486
MLS Listing,,Condo/Co-op,1370 Mcallister St,San Francisco,CA,94115,1150000,4,1.0,San Francisco,1540,2500,1900,4,747,,Active,,,http://www.redfin.com/CA/San-Francisco/1370-McAllister-St-94115/home/28935660,San Francisco MLS,421600098,N,Y,37.778508,-122.434575
MLS Listing,,Condo/Co-op,1591 Jackson St #502,San Francisco,CA,94109,979000,1,1.0,San Francisco,907,,1986,4,1079,742,Active,,,http://www.redfin.com/CA/San-Francisco/1591-Jackson-St-94109/unit-502/home/1708128,San Francisco MLS,421600035,N,Y,37.7939575,-122.4210895
MLS Listing,,Condo/Co-op,530 Chestnut St Unit C206,San Francisco,CA,94131,1195000,2,2.0,San Francisco,,,,4,,786,Active,,,http://www.redfin.com/CA/San-Francisco/530-Chestnut-St-94133/unit-C206/home/174012897,San Francisco MLS,421596495,N,Y,37.8042321,-122.4124817
MLS Listing,,Condo/Co-op,454 Lombard St #8,San Francisco,CA,94133,800000,1,1.0,San Francisco,730,4400,1974,4,1096,753,Active,,,http://www.redfin.com/CA/San-Francisco/454-Lombard-St-94133/unit-8/home/543211,San Francisco MLS,421600041,N,Y,37.8034567,-122.4091388
MLS Listing,,Single Family Residential,837 Moultrie St,San Francisco,CA,94110,1295000,2,1.0,San Francisco,1532,1750,1936,4,845,,Active,October-7-2021 05:00 PM,October-7-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/837-Moultrie-St-94110/home/975128,San Francisco MLS,421596638,N,Y,37.7341957,-122.4160547
MLS Listing,,Condo/Co-op,1282 Hayes St #201,San Francisco,CA,94117,1100000,1,1.0,San Francisco,,2025,,4,,762,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/1282-Hayes-St-94117/unit-201/home/176580054,San Francisco MLS,421600056,N,Y,37.7752239,-122.4372796
MLS Listing,,Condo/Co-op,1521 Sutter St #306,San Francisco,CA,94109,997000,2,2.0,San Francisco,997,10328,2008,4,1000,522,Active,,,http://www.redfin.com/CA/San-Francisco/1521-Sutter-St-94109/unit-306/home/23455122,San Francisco MLS,421599188,N,Y,37.786732,-122.4259523
MLS Listing,,Condo/Co-op,955 South Van Ness Ave,San Francisco,CA,94110,2749000,4,4.0,San Francisco,3125,3430,1900,4,880,,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/955-S-Van-Ness-Ave-94110/home/714362,San Francisco MLS,421599530,N,Y,37.7579026,-122.4164344
MLS Listing,,Single Family Residential,70 Gold Mine Dr,San Francisco,CA,94131,3400000,4,4.0,San Francisco,3477,3053,1895,4,978,,Active,October-7-2021 05:30 PM,October-7-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/70-Gold-Mine-Dr-94131/home/103688463,San Francisco MLS,421599168,N,Y,37.7440453,-122.4373393
MLS Listing,,Multi-Family (2-4 Unit),117 Prospect Ave,San Francisco,CA,94110,1600000,3,2.0,San Francisco,1870,1750,1900,4,856,,Active,,,http://www.redfin.com/CA/San-Francisco/117-Prospect-Ave-94110/unit-117A/home/1231968,San Francisco MLS,421597265,N,Y,37.7431933,-122.4187094
MLS Listing,,Condo/Co-op,504 46th Ave,San Francisco,CA,94121,995000,3,2.0,San Francisco,1420,1750,1948,4,701,100,Active,,,http://www.redfin.com/CA/San-Francisco/504-46th-Ave-94121/home/1306290,San Francisco MLS,421599461,N,Y,37.778801,-122.5070626
MLS Listing,,Condo/Co-op,39 Boardman Pl #101,San Francisco,CA,94103,948000,1,1.5,San Francisco,1281,6048,1996,4,740,625,Active,,,http://www.redfin.com/CA/San-Francisco/39-Boardman-Pl-94103/unit-101/home/1933626,San Francisco MLS,421600016,N,Y,37.7747653,-122.4028796
MLS Listing,,Condo/Co-op,350 Broderick St #303,San Francisco,CA,94117,1195000,2,2.0,San Francisco,1071,49213,2007,4,1116,553,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-303/home/14884579,San Francisco MLS,421599490,N,Y,37.7734043,-122.4389454
