SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1082 De Haro St,San Francisco,CA,94107,1749000,4,3.0,San Francisco,1924,2506,1986,4,909,135,Active,,,http://www.redfin.com/CA/San-Francisco/1082-De-Haro-St-94107/home/1094331,San Francisco MLS,421599278,N,Y,37.756079,-122.401077
MLS Listing,,Condo/Co-op,1523 Franklin St,San Francisco,CA,94109,2988000,3,3.0,San Francisco,2177,,2021,4,1373,1185,Active,,,http://www.redfin.com/CA/San-Francisco/1523-Franklin-St-94109/unit-04/home/175549007,San Francisco MLS,421599772,N,Y,37.7886202,-122.4239241
MLS Listing,,Condo/Co-op,1042 Pine St,San Francisco,CA,94109,1595000,3,1.5,San Francisco,1355,3437,1909,4,1177,353,Active,,,http://www.redfin.com/CA/San-Francisco/1042-Pine-St-94109/home/28597916,San Francisco MLS,421599864,N,Y,37.7908158,-122.413031
MLS Listing,,Single Family Residential,28 Hill Point Ave,San Francisco,CA,94117,2595000,3,2.0,San Francisco,,,1917,4,,,Active,October-5-2021 12:00 PM,October-5-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/28-Hill-Point-Ave-94117/home/601642,San Francisco MLS,421599339,N,Y,37.7644914,-122.4556007
MLS Listing,,Condo/Co-op,1501 Greenwich St #501,San Francisco,CA,94123,2095000,3,2.5,San Francisco,1642,12161,2008,4,1276,951,Active,,,http://www.redfin.com/CA/San-Francisco/1501-Greenwich-St-94123/unit-501/home/23424017,San Francisco MLS,421599037,N,Y,37.8002186,-122.4246967
MLS Listing,,Single Family Residential,479 Naples St,San Francisco,CA,94112,1399000,3,2.0,San Francisco,3373,5000,1909,4,415,,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/479-Naples-St-94112/home/780532,San Francisco MLS,421599449,N,Y,37.7211395,-122.4306881
MLS Listing,,Condo/Co-op,1075 Market St #202,San Francisco,CA,94103,330163,1,1.0,City,648,,2018,4,510,738,Active,,,http://www.redfin.com/CA/San-Francisco/1075-Market-St-94103/unit-202/home/169571383,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969082,N,Y,37.7808152,-122.4117362
MLS Listing,,Condo/Co-op,3376 22nd St,San Francisco,CA,94110,1279000,3,1.5,San Francisco,1350,2850,1907,4,947,,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/3376-22nd-St-94110/home/176578580,San Francisco MLS,421571588,N,Y,37.7553914,-122.4226196
MLS Listing,,Single Family Residential,143 Brighton Ave,SAN FRANCISCO,CA,94112,799000,3,1.0,SAN FRANCISCO,870,2825,1906,4,918,,Active,,,http://www.redfin.com/CA/San-Francisco/143-Brighton-Ave-94112/home/1283664,MLSListings,ML81864929,N,Y,37.7208466,-122.4553764
MLS Listing,,Multi-Family (2-4 Unit),1743 - 1745 Revere Ave,San Francisco,CA,94124,1649000,7,5.0,San Francisco,3433,2500,2002,4,480,,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/1743-Revere-Ave-94124/unit-1745/home/845595,San Francisco MLS,421597212,N,Y,37.7329943,-122.3930397
MLS Listing,,Single Family Residential,32 Rio Verde St,Daly City,CA,94014,1588000,3,3.0,Daly City,2034,2631,2021,4,781,,Active,,,http://www.redfin.com/CA/Daly-City/32-Rio-Verde-St-94014/home/175857075,San Francisco MLS,421599880,N,Y,37.708131,-122.415623
MLS Listing,,Single Family Residential,222 Maynard St,San Francisco,CA,94112,1295000,3,2.0,San Francisco,1968,2750,1927,4,658,,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/222-Maynard-St-94112/home/1868876,San Francisco MLS,421599945,N,Y,37.7293038,-122.4254738
MLS Listing,,Single Family Residential,797 Carolina St,San Francisco,CA,94107,1695000,3,2.0,San Francisco,,2896,1956,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/797-Carolina-St-94107/home/1281802,San Francisco MLS,421598900,N,Y,37.7585673,-122.3997683
MLS Listing,,Condo/Co-op,180 7th St #205,San Francisco,CA,94103,595000,1,1.0,San Francisco,690,11374,1992,4,862,639,Active,October-9-2021 02:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/180-7th-St-94103/unit-205/home/718632,San Francisco MLS,421598830,N,Y,37.7782055,-122.4100783
MLS Listing,,Single Family Residential,27 States St,San Francisco,CA,94114,1295000,2,2.0,San Francisco,1024,2613,1910,4,1265,,Active,,,http://www.redfin.com/CA/San-Francisco/27-States-St-94114/home/1927812,San Francisco MLS,421599925,N,Y,37.7632771,-122.435966
MLS Listing,,Single Family Residential,2446 41st Ave,SAN FRANCISCO,CA,94116,1188000,3,2.0,SAN FRANCISCO,1214,2996,1945,4,979,,Active,,,http://www.redfin.com/CA/San-Francisco/2446-41st-Ave-94116/home/1271260,MLSListings,ML81864910,N,Y,37.7411327,-122.4990165
MLS Listing,,Multi-Family (2-4 Unit),15 - 17 Hemway Ter,San Francisco,CA,94117,1995000,6,1.0,San Francisco,2916,2664,1913,4,684,,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/15-Hemway-Ter-94117/home/1888469,San Francisco MLS,421590918,N,Y,37.7759026,-122.4484327
MLS Listing,,Condo/Co-op,651 Central Ave,San Francisco,CA,94117,995000,2,1.0,San Francisco,1020,1614,1900,4,975,250,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/651-Central-Ave-94117/home/176577195,San Francisco MLS,421598645,N,Y,37.7757658,-122.444925
MLS Listing,,Multi-Family (2-4 Unit),813 - 817 Chenery St,San Francisco,CA,94131,1795000,9,,San Francisco,3120,2500,,4,575,,Active,,,http://www.redfin.com/CA/San-Francisco/813-Chenery-St-94131/home/2019989,San Francisco MLS,421596866,N,Y,37.7346615,-122.4359294
MLS Listing,,Single Family Residential,1883 33rd Ave,San Francisco,CA,94122,1500000,2,1.0,San Francisco,1225,3000,1941,4,1224,,Active,,,http://www.redfin.com/CA/San-Francisco/1883-33rd-Ave-94122/home/644928,San Francisco MLS,421599870,N,Y,37.7520577,-122.4915888
MLS Listing,,Condo/Co-op,1900 Broadway #3,San Francisco,CA,94109,1895000,2,1.5,San Francisco,1331,3765,1920,4,1424,806,Active,October-7-2021 05:30 PM,October-7-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/1900-Broadway-94109/unit-3/home/1277581,San Francisco MLS,421583235,N,Y,37.7953105,-122.4285424
MLS Listing,,Single Family Residential,270 Minerva St,San Francisco,CA,94112,1350000,4,3.0,Ocean View,1743,3123,1941,4,775,,Active,October-9-2021 01:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/270-Minerva-St-94112/home/1372523,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969058,N,Y,37.7158965,-122.4616515
MLS Listing,,Condo/Co-op,67 Hallam St,San Francisco,CA,94103,725000,2,1.0,San Francisco,638,1849,1990,4,1136,125,Active,October-9-2021 12:00 PM,October-9-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/67-Hallam-St-94103/home/1575401,San Francisco MLS,421599492,N,Y,37.7754961,-122.4079678
MLS Listing,,Condo/Co-op,1456 Chestnut St #2,San Francisco,CA,94123,2595000,3,2.0,San Francisco,1685,3437,2013,4,1540,968,Active,,,http://www.redfin.com/CA/San-Francisco/1456-Chestnut-St-94123/unit-2/home/45354171,San Francisco MLS,421598678,N,Y,37.8021271,-122.42737
MLS Listing,,Condo/Co-op,401 Harrison St Unit 9A,San Francisco,CA,94105,1025000,1,1.0,San Francisco,840,,2014,4,1220,1292,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-9A/home/144063877,San Francisco MLS,421599780,N,Y,37.7863747,-122.3919931
MLS Listing,,Single Family Residential,2179 47th Ave,San Francisco,CA,94116,1195000,3,2.0,San Francisco,1611,2996,1946,4,742,,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/2179-47th-Ave-94116/home/1211267,San Francisco MLS,421598841,N,Y,37.7458643,-122.5062116
MLS Listing,,Multi-Family (2-4 Unit),1350 - 1352 16th Ave,San Francisco,CA,94122,1500000,4,,San Francisco,2700,3188,1925,4,556,,Active,,,http://www.redfin.com/CA/San-Francisco/1350-16th-Ave-94122/home/1652266,San Francisco MLS,421599798,N,Y,37.7627786,-122.4735062
MLS Listing,,Single Family Residential,398 Santa Ana Ave,San Francisco,CA,94127,1598000,4,4.0,San Francisco,3280,3781,1937,4,487,28,Active,,,http://www.redfin.com/CA/San-Francisco/398-Santa-Ana-Ave-94127/home/1175477,San Francisco MLS,421598996,N,Y,37.7298796,-122.4687275
MLS Listing,,Condo/Co-op,300 3rd St #720,San Francisco,CA,94107,1175000,2,2.0,San Francisco,1161,,1990,4,1012,895,Active,October-4-2021 05:00 PM,October-4-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-720/home/1679314,San Francisco MLS,421599542,N,Y,37.783575,-122.3989455
MLS Listing,,Condo/Co-op,2628 Laguna St,San Francisco,CA,94123,2495000,3,2.5,San Francisco,2225,2449,1900,4,1121,750,Active,October-5-2021 10:00 AM,October-5-2021 11:30 PM,http://www.redfin.com/CA/San-Francisco/2628-Laguna-St-94123/home/1312595,San Francisco MLS,421599040,N,Y,37.795761,-122.429869
MLS Listing,,Single Family Residential,251 Ward St,San Francisco,CA,94134,1300000,4,2.5,San Francisco,1680,2247,1908,4,774,,Active,,,http://www.redfin.com/CA/San-Francisco/251-Ward-St-94134/home/780055,San Francisco MLS,421599723,N,Y,37.7183673,-122.4028575
MLS Listing,,Single Family Residential,1308 Anza St,San Francisco,CA,94118,1350000,2,2.0,San Francisco,1450,1875,,4,931,,Active,,,http://www.redfin.com/CA/San-Francisco/1308-Anza-St-94118/home/614933,San Francisco MLS,421599777,N,Y,37.7793821,-122.4623038
MLS Listing,,Condo/Co-op,258 Guerrero,San Francisco,CA,94103,1349000,3,1.5,Mission,1430,,1906,4,943,380,Active,October-5-2021 09:00 AM,October-5-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/258-Guerrero-St-94103/home/12384848,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969111,N,Y,37.7670455,-122.4245046
MLS Listing,,Condo/Co-op,40 Levant St,San Francisco,CA,94114,1599000,3,2.0,Corona Hts,1252,,1965,4,1277,,Active,October-9-2021 02:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/40-Levant-St-94114/home/1894996,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968865,N,Y,37.764439,-122.44256
MLS Listing,,Single Family Residential,1425 Lincoln Way,San Francisco,CA,94122,1380000,4,3.0,San Francisco,1968,2495,1920,4,701,,Active,,,http://www.redfin.com/CA/San-Francisco/1425-Lincoln-Way-94122/home/2000028,San Francisco MLS,421599498,N,Y,37.7654293,-122.4734589
MLS Listing,,Single Family Residential,203 9th Ave,San Francisco,CA,94118,1350000,4,4.5,San Francisco,1415,810,1912,4,954,,Active,October-9-2021 01:00 PM,October-9-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/203-9th-Ave-94118/home/1420055,San Francisco MLS,421599372,N,Y,37.7845286,-122.4679425
MLS Listing,,Condo/Co-op,1145 Green St #1,San Francisco,CA,94109,799000,1,1.0,San Francisco,,4498,1915,4,,601,Active,October-5-2021 09:00 AM,October-5-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/1145-Green-St-94109/unit-1/home/28890599,San Francisco MLS,421599725,N,Y,37.798084,-122.418039
MLS Listing,,Condo/Co-op,229 Dorado Ter,San Francisco,CA,94112,1049000,3,2.0,San Francisco,1398,1994,1990,4,750,375,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/229-Dorado-Ter-94112/home/864784,San Francisco MLS,421598562,N,Y,37.7261593,-122.4616679
MLS Listing,,Multi-Family (2-4 Unit),1924 - 1926 22nd St,San Francisco,CA,94107,1250000,1,,San Francisco,1152,994,1927,4,1085,,Active,,,http://www.redfin.com/CA/San-Francisco/1924-22nd-St-94107/home/52059306,San Francisco MLS,421599735,N,Y,37.7573339,-122.4004671
MLS Listing,,Single Family Residential,45 Farnum St,San Francisco,CA,94131,1595000,3,2.0,San Francisco,1387,2504,1950,4,1150,,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/45-Farnum-St-94131/home/844876,San Francisco MLS,421585279,N,Y,37.7396177,-122.434183
MLS Listing,,Single Family Residential,3 Laussat St,San Francisco,CA,94102,1595000,2,2.0,San Francisco,1555,1097,1924,4,1026,,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/3-Laussat-St-94102/home/1963794,San Francisco MLS,421599411,N,Y,37.7719444,-122.4273407
MLS Listing,,Single Family Residential,1360 11th Ave,San Francisco,CA,94122,2495000,3,2.5,San Francisco,2065,2996,1912,4,1208,,Active,,,http://www.redfin.com/CA/San-Francisco/1360-11th-Ave-94122/home/1368158,San Francisco MLS,421598517,N,Y,37.7628588,-122.4681637
MLS Listing,,Condo/Co-op,1 3rd Ave,San Francisco,CA,94118,1995000,2,2.5,San Francisco,1905,4181,1913,4,1047,805,Active,,,http://www.redfin.com/CA/San-Francisco/1-3rd-Ave-94118/home/1128234,San Francisco MLS,421598642,N,Y,37.787079,-122.4616733
MLS Listing,,Single Family Residential,1550 38th Ave,San Francisco,CA,94112,1195000,2,1.0,San Francisco,1650,2996,1939,4,724,,Active,,,http://www.redfin.com/CA/San-Francisco/1550-38th-Ave-94122/home/883954,San Francisco MLS,421598653,N,Y,37.7579901,-122.4968501
MLS Listing,,Single Family Residential,150 24th Ave,San Francisco,CA,94121,4500000,4,3.0,San Francisco,3870,3149,1912,4,1163,,Active,,,http://www.redfin.com/CA/San-Francisco/150-24th-Ave-94121/home/1847018,San Francisco MLS,421599186,N,Y,37.7865076,-122.4838826
MLS Listing,,Multi-Family (2-4 Unit),2034 - 2036 Greenwich St,San Francisco,CA,94123,3450000,0,,San Francisco,2910,1500,,4,1186,,Active,,,http://www.redfin.com/CA/San-Francisco/2034-Greenwich-St-94123/home/1514492,San Francisco MLS,421598561,N,Y,37.7994603,-122.4332882
MLS Listing,,Condo/Co-op,1458 Broadway #2,San Francisco,CA,94109,2500000,3,2.0,San Francisco,,5019,,4,,769,Active,,,http://www.redfin.com/CA/San-Francisco/1458-Broadway-94109/unit-2/home/176570923,San Francisco MLS,421590442,N,Y,37.7962764,-122.4211966
MLS Listing,,Condo/Co-op,1412 Jackson St,San Francisco,CA,94109,2399000,3,2.0,San Francisco,1980,3094,1908,4,1212,302,Active,October-4-2021 05:30 PM,October-4-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1412-Jackson-St-94109/home/546319,San Francisco MLS,421598597,N,Y,37.7947831,-122.4185027
MLS Listing,,Single Family Residential,367 Prentiss St,San Francisco,CA,94110,1475000,3,1.0,San Francisco,1150,1750,1909,4,1283,,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/367-Prentiss-St-94110/home/763231,San Francisco MLS,421598218,N,Y,37.738831,-122.4119397
MLS Listing,,Condo/Co-op,219 Brannan St Unit 5C,San Francisco,CA,94107,950000,1,1.5,San Francisco,905,82966,2000,4,1050,1204,Active,October-6-2021 12:00 PM,October-6-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-5C/home/846409,San Francisco MLS,421584482,N,Y,37.7830623,-122.3901122
MLS Listing,,Condo/Co-op,2036 Greenwich St,San Francisco,CA,94123,1295000,2,1.0,San Francisco,1225,1500,1924,4,1057,,Active,,,http://www.redfin.com/CA/San-Francisco/2036-Greenwich-St-94123/home/176570922,San Francisco MLS,421598541,N,Y,37.799388,-122.4333164
MLS Listing,,Single Family Residential,627 Congo St,San Francisco,CA,94131,1095000,2,1.0,San Francisco,1100,2308,1941,4,995,,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/627-Congo-St-94131/home/2021905,San Francisco MLS,421598578,N,Y,37.734784,-122.4421788
MLS Listing,,Condo/Co-op,200 Townsend St #31,San Francisco,CA,94107,850000,1,2.0,San Francisco,,,2003,4,,624,Active,,,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-31/home/2067394,San Francisco MLS,421585720,N,Y,37.7789208,-122.3932323
MLS Listing,,Single Family Residential,3900 San Bruno Ave,San Francisco,CA,94134,699888,2,1.0,San Francisco,763,1498,1951,4,917,,Active,,,http://www.redfin.com/CA/San-Francisco/3900-San-Bruno-Ave-94134/home/1204684,San Francisco MLS,421599539,N,Y,37.7147062,-122.4015852
MLS Listing,,Condo/Co-op,329 Prospect Ave,San Francisco,CA,94110,1195000,2,2.0,San Francisco,987,,1911,4,1211,300,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/329-Prospect-Ave-94110/home/1583506,San Francisco MLS,421599218,N,Y,37.7408696,-122.4201869
MLS Listing,,Condo/Co-op,435 China Basin St #430,San Francisco,CA,94158,1650000,2,2.0,San Francisco,1318,122891,2012,4,1252,893,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-430/home/40629280,BAREIS,421599161,N,Y,37.7718864,-122.3885728
MLS Listing,,Condo/Co-op,1760 Ofarrell St #18,San Francisco,CA,94115,998000,2,2.0,San Francisco,1061,22344,1984,4,941,570,Active,,,http://www.redfin.com/CA/San-Francisco/1760-O-Farrell-St-94115/unit-18/home/1991827,San Francisco MLS,421599285,N,Y,37.7833903,-122.4337537
MLS Listing,,Condo/Co-op,855 Folsom St #734,San Francisco,CA,94107,899000,1,1.5,San Francisco,1035,55687,2001,4,869,682,Active,October-6-2021 12:00 PM,October-6-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-734/home/12397881,San Francisco MLS,421598046,N,Y,37.7810381,-122.4022553
MLS Listing,,Single Family Residential,1958 30th Ave,San Francisco,CA,94116,1195000,3,2.0,San Francisco,1512,2996,1940,5,790,,Active,,,http://www.redfin.com/CA/San-Francisco/1958-30th-Ave-94116/home/645619,San Francisco MLS,421599647,N,Y,37.7507866,-122.4878102
MLS Listing,,Condo/Co-op,342 Hayes St Unit B,San Francisco,CA,94102,1360000,2,2.5,San Francisco,1136,6000,1996,5,1197,707,Active,October-5-2021 01:30 PM,October-5-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/342-Hayes-St-94102/unit-B/home/578629,San Francisco MLS,421599645,N,Y,37.7772472,-122.4221849
MLS Listing,,Single Family Residential,1248 Stanyan St,San Francisco,CA,94117,2995000,5,2.0,San Francisco,2929,3907,1890,5,1023,,Active,October-9-2021 11:00 AM,October-9-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1248-Stanyan-St-94117/home/1040807,San Francisco MLS,421575631,N,Y,37.7608453,-122.4515562
MLS Listing,,Multi-Family (2-4 Unit),1379 - 1381 7th Ave,San Francisco,CA,94122,2625000,3,,San Francisco,3900,2996,1978,5,673,,Active,,,http://www.redfin.com/CA/San-Francisco/1379-7th-Ave-94122/home/21858074,San Francisco MLS,421599640,N,Y,37.7626878,-122.4642237
MLS Listing,,Multi-Family (2-4 Unit),1880 - 1882 9th Ave,San Francisco,CA,94122,2750000,6,,San Francisco,3370,2495,1974,5,816,,Active,,,http://www.redfin.com/CA/San-Francisco/1880-9th-Ave-94122/home/1485318,San Francisco MLS,421599535,N,Y,37.753215,-122.465264
MLS Listing,,Single Family Residential,143 Park St,San Francisco,CA,94110,1595000,2,2.0,San Francisco,1653,2495,1906,5,965,,Active,,,http://www.redfin.com/CA/San-Francisco/143-Park-St-94110/home/1961382,BAREIS,421598259,N,Y,37.7367893,-122.4225808
MLS Listing,,Condo/Co-op,1633 Mcallister St,San Francisco,CA,94115,2199000,3,3.5,San Francisco,1680,3437,2016,5,1309,432,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/1633-McAllister-St-94115/home/109028751,San Francisco MLS,421599217,N,Y,37.7774253,-122.4390804
MLS Listing,,Multi-Family (2-4 Unit),1501 Taraval St,San Francisco,CA,94116,2400000,2,2.0,San Francisco,5414,3250,1925,5,443,,Active,,,http://www.redfin.com/CA/San-Francisco/1501-Taraval-St-94116/home/176568629,San Francisco MLS,421599198,N,Y,37.7426533,-122.4822623
MLS Listing,,Condo/Co-op,1080 Sutter St #404,San Francisco,CA,94109,446479,3,2.0,San Francisco,1226,7000,2014,5,364,869,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-404/home/69054921,San Francisco MLS,421599526,N,Y,37.788251,-122.418101
MLS Listing,,Condo/Co-op,927 Alabama St,San Francisco,CA,94110,1299000,11,6.0,San Francisco,5896,3497,1904,5,,717,Active,,,http://www.redfin.com/CA/San-Francisco/927-Alabama-St-94110/home/1971191,MetroList,421599533,N,Y,37.7569537,-122.4110957
MLS Listing,,Single Family Residential,835 Darien Way,San Francisco,CA,94127,2895000,5,4.0,San Francisco,3327,4303,1927,5,870,,Active,October-5-2021 01:00 PM,October-5-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/835-Darien-Way-94127/home/1814032,San Francisco MLS,421598742,N,Y,37.7297818,-122.4627571
MLS Listing,,Condo/Co-op,481 Fulton St,San Francisco,CA,94102,650000,2,1.0,San Francisco,693,2186,1909,5,938,350,Active,,,http://www.redfin.com/CA/San-Francisco/481-Fulton-St-94102/home/176567567,San Francisco MLS,421599453,N,Y,37.7783076,-122.4246256
MLS Listing,,Single Family Residential,94 Keystone Way,San Francisco,CA,94127,1800000,4,2.0,San Francisco,1978,2861,1928,5,910,,Active,,,http://www.redfin.com/CA/San-Francisco/94-Keystone-Way-94127/home/701950,San Francisco MLS,421599510,N,Y,37.7278018,-122.462536
MLS Listing,,Multi-Family (2-4 Unit),22 - 22-1/2 30th St,San Francisco,CA,94110,899000,2,,San Francisco,1604,801,1907,5,560,,Active,,,http://www.redfin.com/CA/San-Francisco/2-30th-St-94110/home/176567319,San Francisco MLS,421598849,N,Y,37.7423869,-122.4219821
MLS Listing,,Single Family Residential,239 Somerset St,San Francisco,CA,94134,1388888,3,1.0,San Francisco,1449,2996,1941,5,959,,Active,October-10-2021 01:00 PM,October-10-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/239-Somerset-St-94134/home/777774,San Francisco MLS,421599491,N,Y,37.7285724,-122.4081456
MLS Listing,,Single Family Residential,4551 18th St,San Francisco,CA,94114,1195000,5,1.5,San Francisco,2136,3025,1879,5,559,,Active,October-4-2021 04:00 PM,October-4-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/4551-18th-St-94114/home/1710302,San Francisco MLS,421598813,N,Y,37.7603017,-122.4404661
MLS Listing,,Condo/Co-op,450 Hayes St Unit 3C,San Francisco,CA,94102,998000,1,1.0,San Francisco,,17406,2016,5,,721,Active,October-5-2021 11:00 AM,October-5-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/450-Hayes-St-94102/unit-3C/home/144063619,San Francisco MLS,421595506,N,Y,37.7768993,-122.4240297
MLS Listing,,Condo/Co-op,260 King St #953,San Francisco,CA,94107,649000,1,1.0,San Francisco,628,,2004,5,1033,811,Active,October-6-2021 12:00 PM,October-6-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-953/home/11282430,San Francisco MLS,421575846,N,Y,37.7776624,-122.3938672
MLS Listing,,Condo/Co-op,2200 Sacramento St #905,SAN FRANCISCO,CA,94115,1298000,1,2.0,SAN FRANCISCO,828,,1964,5,1568,723,Active,,,http://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-905/home/1523032,MLSListings,ML81864684,N,Y,37.7906708,-122.4294715
MLS Listing,,Condo/Co-op,3312 Scott St,San Francisco,CA,94123,1995000,3,2.0,San Francisco,1887,2525,1925,5,1057,300,Active,October-7-2021 05:00 PM,October-7-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/3312-Scott-St-94123/home/1957688,San Francisco MLS,421599316,N,Y,37.80049,-122.440942
MLS Listing,,Condo/Co-op,1300 22nd St #208,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1237,32000,2016,5,1209,875,Active,October-5-2021 01:00 PM,October-5-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-208/home/167315222,San Francisco MLS,421596905,N,Y,37.7578379,-122.3944714
MLS Listing,,Multi-Family (2-4 Unit),1409 - 1411 34th Ave,San Francisco,CA,94122,1095000,4,2.0,San Francisco,2250,1438,1945,5,487,,Active,,,http://www.redfin.com/CA/San-Francisco/1409-34th-Ave-94122/home/629362,San Francisco MLS,421599300,N,Y,37.7607015,-122.493269
MLS Listing,,Condo/Co-op,1345 16th Ave #4,San Francisco,CA,94122,649000,1,1.0,San Francisco,,6000,1924,5,,300,Active,October-5-2021 01:00 PM,October-5-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1345-16th-Ave-94122/unit-4/home/171998718,San Francisco MLS,421597494,N,Y,37.7628409,-122.4741597
MLS Listing,,Condo/Co-op,560 Wisconsin St,San Francisco,CA,94107,1089000,2,2.0,San Francisco,1150,79531,1978,5,947,936,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/560-Wisconsin-St-94107/home/1335661,San Francisco MLS,421593079,N,Y,37.7603947,-122.399545
MLS Listing,,Condo/Co-op,2131 Vallejo St #3,San Francisco,CA,94123,1295000,2,1.0,San Francisco,1100,2619,1900,5,1177,246,Active,,,http://www.redfin.com/CA/San-Francisco/2131-Vallejo-St-94123/unit-3/home/1522821,San Francisco MLS,421591986,N,Y,37.7952976,-122.4329022
MLS Listing,,Condo/Co-op,201 Harrison St #1026,San Francisco,CA,94105,798000,1,1.0,San Francisco,742,38449,1991,5,1075,659,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-1026/home/1922378,San Francisco MLS,421597017,N,Y,37.7874798,-122.3905769
MLS Listing,,Condo/Co-op,219 Brannan St Unit 4G,San Francisco,CA,94105,2495000,3,3.0,San Francisco,1685,82966,2000,5,1481,1378,Active,,,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-4G/home/1473379,San Francisco MLS,421599283,N,Y,37.7830623,-122.3901122
MLS Listing,,Condo/Co-op,451 Kansas St #478,San Francisco,CA,94107,799000,1,1.0,San Francisco,667,80311,2007,6,1198,556,Active,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-478/home/23424611,San Francisco MLS,421599244,N,Y,37.7637484,-122.4027468
MLS Listing,,Single Family Residential,3030 Castro St,San Francisco,CA,94131,1450000,3,1.0,San Francisco,1000,2299,1900,6,1450,,Active,,,http://www.redfin.com/CA/San-Francisco/3030-Castro-St-94131/home/1177555,BAREIS,421598300,N,Y,37.7354017,-122.4326346
